name,part_url,price,type,efficiency,wattage,modular,color
Super Flower Zillion FG,https://pcpartpicker.com/product/TMP8TW/super-flower-zillion-fg-1050-w-80-gold-certified-fully-modular-atx-power-supply-sf-1050z12fg,119.99,ATX,gold,1050,Full,Black
Silverstone Extreme 1200R Platinum,https://pcpartpicker.com/product/CzTZxr/silverstone-extreme-1200r-platinum-1200-w-fully-modular-sfx-power-supply-sst-ex1200r-pl,,SFX,,1200,Full,Black
1STPLAYER NGDP ATX 3.0,https://pcpartpicker.com/product/kqBFf7/1stplayer-ngdp-atx-30-1000-w-80-platinum-certified-fully-modular-atx-power-supply-ngdp-plt-1000-bk-us,198,ATX,platinum,1000,Full,Black
FSP Group FSP300-60LG,https://pcpartpicker.com/product/Js2kcf/fsp-group-fsp300-60lg-300-w-80-bronze-certified-mini-itx-power-supply-fsp300-60lg,,Mini ITX,bronze,300,false,Black
Gigabyte AORUS P1200W,https://pcpartpicker.com/product/K2wypg/gigabyte-aorus-p-pm-1200-w-80-platinum-certified-fully-modular-atx-power-supply-gp-ap1200pm,,ATX,platinum,1200,Full,Black
Chieftec Vega,https://pcpartpicker.com/product/gHJBD3/chieftec-vega-750-w-80-gold-certified-atx-power-supply-ppg-750-s,206,ATX,gold,750,false,Black / Blue
FSP Group HEXA 85+ PRO,https://pcpartpicker.com/product/HrsV3C/fsp-group-hexa-85-pro-450-w-80-bronze-certified-atx-power-supply-ha2-450,,ATX,bronze,450,false,Black
MSI MAG A-GL PCIE5 II,https://pcpartpicker.com/product/NYHp99/msi-mag-a-gl-pcie5-ii-1000-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1000gl-pcie5-ii,172.99,ATX,gold,1000,Full,Black
Thermaltake Toughpower GF2 ARGB,https://pcpartpicker.com/product/hbsnTW/thermaltake-toughpower-gf2-argb-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650f3fagu-2,124.89,ATX,gold,650,Full,Black
SHARKOON Rebel P20 850,https://pcpartpicker.com/product/7L3NnQ/sharkoon-rebel-p20-850-850-w-fully-modular-atx-power-supply-rebel-p20-850,,ATX,,850,Full,Black
Thermaltake Smart BX1,https://pcpartpicker.com/product/NVbCmG/thermaltake-smart-bx1-750-w-80-bronze-certified-atx-power-supply-ps-spd-0750nnfabu-1,,ATX,bronze,750,false,Black
Corsair CX850M,https://pcpartpicker.com/product/wqkwrH/corsair-cx850m-850-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020099-na,,ATX,bronze,850,Semi,
EVGA SuperNOVA 850 G6,https://pcpartpicker.com/product/KqbTwP/evga-supernova-850-g6-850-w-80-gold-certified-fully-modular-atx-power-supply-220-g6-0850-x1,,ATX,gold,850,Full,Black
EVGA SuperNOVA NEX650G Gold,https://pcpartpicker.com/product/YNdqqs/evga-supernova-nex650g-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-120-pg-0650-gr,,ATX,gold,650,Full,
Corsair AX1500i,https://pcpartpicker.com/product/cn3RsY/corsair-ax1500i-1500-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020057-na,,ATX,titanium,1500,Full,
be quiet! Straight Power 11 650W,https://pcpartpicker.com/product/Rj22FT/be-quiet-straight-power-11-650w-80-gold-certified-fully-modular-atx-power-supply-bn282,,ATX,gold,650,Full,
ADATA XPG CORE Reactor 650,https://pcpartpicker.com/product/wkWBD3/adata-xpg-core-reactor-650-w-80-gold-certified-fully-modular-atx-power-supply-corereactor650g-bkcus,,ATX,gold,650,Full,Black
Thermaltake Toughpower GF1 PE,https://pcpartpicker.com/product/zDMTwP/thermaltake-toughpower-gf1-pe-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650fnfagu-1,,ATX,gold,650,Full,
Corsair AX760,https://pcpartpicker.com/product/Yhbp99/corsair-ax760-760-w-80-platinum-certified-fully-modular-atx-power-supply-ax760,,ATX,platinum,760,Full,
Thermaltake Toughpower GF1 PE,https://pcpartpicker.com/product/P7pmP6/thermaltake-toughpower-gf1-pe-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfagu-1,175.85,ATX,gold,850,Full,Black
Asus ROG Strix Aura Edition,https://pcpartpicker.com/product/vWvD4D/asus-rog-strix-aura-edition-1000-w-80-gold-certified-fully-modular-atx-power-supply-90ye00p5-b0na00,209.99,ATX,gold,1000,Full,White
Thermaltake Toughpower Grand RGB,https://pcpartpicker.com/product/XRmxFT/thermaltake-toughpower-grand-rgb-750w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0750fpcgus-r,,ATX,gold,750,Full,
SeaSonic FOCUS GX,https://pcpartpicker.com/product/VDqBD3/seasonic-focus-gx-1000-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-1000,,ATX,gold,1000,Full,Black
NZXT C1000 (2022),https://pcpartpicker.com/product/43JgXL/nzxt-c1000-2022-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g1bb-us,,ATX,gold,1000,Full,Black
GAMDIAS KRATOS M1 B,https://pcpartpicker.com/product/VTNxFT/gamdias-kratos-m1-b-550-w-80-bronze-certified-atx-power-supply-kratos-m1-550b,,ATX,bronze,550,false,Black
Cooler Master MWE GOLD 650 V2 FULL MODULAR,https://pcpartpicker.com/product/cmPQzy/cooler-master-mwe-gold-v2-650-w-80-gold-certified-fully-modular-atx-power-supply-mpe-6501-afaag,,ATX,gold,650,Full,Black
SeaSonic G12 GM,https://pcpartpicker.com/product/fH26Mp/seasonic-g12-gm-850-w-80-gold-certified-semi-modular-atx-power-supply-g12-gm-850,,ATX,gold,850,Semi,Black / Blue
SeaSonic G12 GC,https://pcpartpicker.com/product/FgpzK8/seasonic-g12-gc-850-w-80-gold-certified-atx-power-supply-g12-gc-850,,ATX,gold,850,false,Black / Blue
EVGA 700 BQ,https://pcpartpicker.com/product/hyRgXL/evga-700-bq-700-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0700-v1,,ATX,bronze,700,Semi,Black
Corsair CS550M,https://pcpartpicker.com/product/DbqdnQ/corsair-cs550m-550-w-80-gold-certified-semi-modular-atx-power-supply-cs550m,,ATX,gold,550,Semi,
SeaSonic G12 GC,https://pcpartpicker.com/product/FJqrxr/seasonic-g12-gc-750-w-80-gold-certified-atx-power-supply-g12-gc-750,,ATX,gold,750,false,Black / Blue
EVGA 600 GQ,https://pcpartpicker.com/product/BgfnTW/evga-600-gq-600-w-80-gold-certified-semi-modular-atx-power-supply-110-gq-0600-v7,,ATX,gold,600,Semi,Black
Inter-Tech Argus RGB CM II,https://pcpartpicker.com/product/JCdMnQ/inter-tech-argus-rgb-cm-ii-650-w-80-gold-certified-semi-modular-atx-power-supply-88882147,114,ATX,gold,650,Semi,Black
be quiet! Pure Power 9 CM,https://pcpartpicker.com/product/MsQcCJ/be-quiet-pure-power-9-cm-600-w-80-bronze-certified-semi-modular-atx-power-supply-bn302,226,ATX,bronze,600,Semi,Black
ADATA XPG CORE Reactor 750,https://pcpartpicker.com/product/DkWBD3/adata-xpg-core-reactor-750-750-w-80-gold-certified-fully-modular-atx-power-supply-corereactor750g-bkcus,,ATX,gold,750,Full,Black
Corsair HX850,https://pcpartpicker.com/product/WxfxFT/corsair-hx850-850-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020213-na,,ATX,platinum,850,Full,Black
GAMDIAS KRATOS P1 G,https://pcpartpicker.com/product/q7vqqs/gamdias-kratos-p1-g-650-w-80-gold-certified-atx-power-supply-kratos-p1-650g,,ATX,gold,650,false,Black
Cougar VTX,https://pcpartpicker.com/product/qHyV3C/cougar-vtx-500-w-80-bronze-certified-atx-power-supply-vtx500,,ATX,bronze,500,false,Black
Deepcool PN850M WH,https://pcpartpicker.com/product/XktLrH/deepcool-pn850m-wh-850-w-80-gold-certified-fully-modular-atx-power-supply-r-pn850m-fc0w-us,,ATX,gold,850,Full,White
FSP Group Hydro Pro,https://pcpartpicker.com/product/rsrqqs/fsp-group-hydro-pro-700-w-80-bronze-certified-atx-power-supply-hp2-700,,ATX,bronze,700,false,Black
Silverstone Extreme Rz,https://pcpartpicker.com/product/tgh2FT/silverstone-extreme-rz-550-w-80-gold-certified-fully-modular-sfx-power-supply-sst-ex550r-gm,,SFX,gold,550,Full,Black
Razer Katana Chroma,https://pcpartpicker.com/product/DN3gXL/razer-katana-chroma-850-w-80-platinum-certified-fully-modular-atx-power-supply-rc21-01840200-r3ut,254.99,ATX,platinum,850,Full,Black
Chieftec Vega,https://pcpartpicker.com/product/qgqNnQ/chieftec-vega-850-w-80-gold-certified-atx-power-supply-ppg-850-s,208.73,ATX,gold,850,false,Black / Blue
Silverstone Triton 850Rx,https://pcpartpicker.com/product/Y4YfrH/silverstone-triton-850rx-850-w-atx-power-supply-sst-tr850r-gf,,ATX,,850,false,Black
SeaSonic FOCUS SPX (2021),https://pcpartpicker.com/product/NJZ9TW/seasonic-focus-spx-2021-750-w-80-platinum-certified-fully-modular-sfx-power-supply-focus-spx-750-2021,,SFX,platinum,750,Full,Black
Corsair CX450 (2017),https://pcpartpicker.com/product/Q7L7YJ/corsair-cx450-2017-450-w-80-bronze-certified-atx-power-supply-cp-9020120-na,,ATX,bronze,450,false,
ADATA XPG Core Reactor II,https://pcpartpicker.com/product/jZHqqs/adata-xpg-core-reactor-ii-650-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii650g-bkcus,,ATX,gold,650,Full,Black
Corsair CS750M,https://pcpartpicker.com/product/jXTmP6/corsair-cs750m-750-w-80-gold-certified-semi-modular-atx-power-supply-cs750m,,ATX,gold,750,Semi,
SHARKOON SilentStorm Icewind Black,https://pcpartpicker.com/product/nJ97YJ/sharkoon-silentstorm-icewind-black-650-w-80-bronze-certified-semi-modular-atx-power-supply-silentstorm-icewind-black-650-watt,,ATX,bronze,650,Semi,Black
Super Flower LEADEX VII XG,https://pcpartpicker.com/product/rpJBD3/super-flower-leadex-vii-xg-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14xg-wh,169.99,ATX,gold,850,Full,White
Montech TITAN GOLD 1000W,https://pcpartpicker.com/product/nWM48d/montech-titan-gold-1000w-1000-w-80-gold-certified-fully-modular-atx-power-supply-titan-gold-1000w,,ATX,gold,1000,Full,Black
Silverstone Essential,https://pcpartpicker.com/product/dM7v6h/silverstone-essential-550-w-80-bronze-certified-atx-power-supply-sst-et550-b,79.8,ATX,bronze,550,false,Black
Corsair AX850,https://pcpartpicker.com/product/LxMFf7/corsair-ax850-850-w-80-gold-certified-fully-modular-atx-power-supply-cmpsu-850ax,392.99,ATX,gold,850,Full,
SeaSonic FOCUS,https://pcpartpicker.com/product/nf2bt6/seasonic-focus-850-w-80-gold-certified-semi-modular-atx-power-supply-focus-gm-850,,ATX,gold,850,Semi,Black
Corsair RM850,https://pcpartpicker.com/product/fWNp99/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-rm850,,ATX,gold,850,Full,
Thermaltake Toughpower PF3-L,https://pcpartpicker.com/product/TjJp99/thermaltake-toughpower-pf3-l-1050-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfapu-l,199.99,ATX,platinum,1050,Full,Black
RAIJINTEK CRATOS,https://pcpartpicker.com/product/sW7scf/raijintek-cratos-850-w-80-gold-certified-fully-modular-atx-power-supply-0r30b00008,,ATX,gold,850,Full,White
Cooler Master Elite NEX White W700 Black Mesh 230V,https://pcpartpicker.com/product/vmm2FT/cooler-master-elite-nex-white-w700-black-mesh-230v-700-w-80-certified-atx-power-supply-mpw-7001-acbw-be1,,ATX,plus,700,false,Black
Corsair RM1000,https://pcpartpicker.com/product/nfNp99/corsair-rm1000-1000-w-80-gold-certified-fully-modular-atx-power-supply-rm1000,,ATX,gold,1000,Full,
Chieftec GPS-600A8,https://pcpartpicker.com/product/qctQzy/chieftec-600w-80-certified-atx-power-supply-gps-600a8,,ATX,plus,600,false,
SeaSonic PRIME TX-750,https://pcpartpicker.com/product/Yp3mP6/seasonic-prime-tx-750-w-80-titanium-certified-fully-modular-atx-power-supply-prime-tx-750,,ATX,titanium,750,Full,Black
Silverstone DA650 Gold,https://pcpartpicker.com/product/DyC48d/silverstone-da650-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-sst-da650-g,,ATX,gold,650,Full,Black / White
Deepcool PX1000G,https://pcpartpicker.com/product/p34Zxr/deepcool-px1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-r-pxa00g-fc0b-us,,ATX,gold,1000,Full,Black
Thermaltake Smart BM2,https://pcpartpicker.com/product/kPPgXL/thermaltake-smart-bm2-650-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0650mnfabu-1,,ATX,bronze,650,Semi,Black
GAMDIAS KRATOS M1 B,https://pcpartpicker.com/product/t44BD3/gamdias-kratos-m1-b-600-w-80-bronze-certified-atx-power-supply-kratos-m1-600b,,ATX,bronze,600,false,Black
Cooler Master Elite V3,https://pcpartpicker.com/product/dmTPxr/cooler-master-elite-v3-500-w-atx-power-supply-mpw-5001-acaan1,,ATX,,500,false,Black
Cooler Master V650 Gold V2,https://pcpartpicker.com/product/hwdrxr/cooler-master-v650-gold-v2-650-w-80-gold-certified-fully-modular-atx-power-supply-mpy-650v-afbag,,ATX,gold,650,Full,Black
EVGA 650 N1,https://pcpartpicker.com/product/QKNypg/evga-650-n1-650-w-atx-power-supply-100-n1-0650-l1,,ATX,,650,false,
Thermaltake Toughpower GF3 TT Premium,https://pcpartpicker.com/product/phVmP6/thermaltake-toughpower-gf3-tt-premium-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfagu-4,,ATX,gold,850,Full,Black
be quiet! System Power 9,https://pcpartpicker.com/product/2PZFf7/be-quiet-system-power-9-400-w-80-bronze-certified-atx-power-supply-bn245,,ATX,bronze,400,false,Black
GameMax GX Pro Rampage,https://pcpartpicker.com/product/yPKscf/gamemax-gx-pro-rampage-850-w-80-gold-certified-fully-modular-atx-power-supply-gx-850-pro-bk,,ATX,gold,850,Full,Black
EVGA SuperNOVA 1000 G2,https://pcpartpicker.com/product/MKfp99/evga-supernova-1000-g2-1000-w-80-gold-certified-fully-modular-atx-power-supply-120-g2-1000-xr,,ATX,gold,1000,Full,
EVGA SuperNOVA 1300 G2,https://pcpartpicker.com/product/8LMFf7/evga-supernova-1300-g2-1300-w-80-gold-certified-fully-modular-atx-power-supply-120-g2-1300-xr,,ATX,gold,1300,Full,
be quiet! Straight Power 11 450W,https://pcpartpicker.com/product/FF8j4D/be-quiet-straight-power-11-450w-80-gold-certified-fully-modular-atx-power-supply-bn280,,ATX,gold,450,Full,
SHARKOON Rebel P20 SFX,https://pcpartpicker.com/product/LQrqqs/sharkoon-rebel-p20-sfx-750-w-80-platinum-certified-fully-modular-sfx-power-supply-rebel-p20-sfx-750,,SFX,platinum,750,Full,Black
Silverstone Strider Platinum S,https://pcpartpicker.com/product/L4rmP6/silverstone-strider-platinum-s-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sst-st1200-pts,366.99,ATX,platinum,1200,Full,Black
Xilence XP450R10,https://pcpartpicker.com/product/YxzXsY/xilence-xp450r10-450-w-80-bronze-certified-atx-power-supply-xn213,,ATX,bronze,450,false,Black / Red
Antec EARTHWATTS GOLD PRO 650,https://pcpartpicker.com/product/B9CD4D/antec-earthwatts-gold-pro-650w-80-gold-certified-semi-modular-atx-power-supply-ea650g-pro,,ATX,gold,650,Semi,Black
GameMax RGB Rainbow,https://pcpartpicker.com/product/L8NgXL/gamemax-rgb-750-w-80-gold-certified-fully-modular-atx-power-supply-rgb-750,,ATX,gold,750,Full,Black
Thermaltake Toughpower GF A3 ATX 3.0,https://pcpartpicker.com/product/7k3NnQ/thermaltake-toughpower-gf-a3-atx-30-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfaga-h,,ATX,gold,750,Full,Black
be quiet! Pure Power 11 FM 750,https://pcpartpicker.com/product/kB4Ycf/be-quiet-pure-power-11-fm-750-w-80-gold-certified-fully-modular-atx-power-supply-bn672,,ATX,gold,750,Full,Black
YEYIAN Raiden RGB,https://pcpartpicker.com/product/WydG3C/yeyian-raiden-rgb-500-w-80-certified-atx-power-supply-yfr-45901,,ATX,plus,500,false,Black
SeaSonic FOCUS,https://pcpartpicker.com/product/kjZzK8/seasonic-focus-750-w-80-platinum-certified-fully-modular-atx-power-supply-focus-px-750,,ATX,platinum,750,Full,Black
Antec CSK,https://pcpartpicker.com/product/Vqt9TW/antec-csk-550-w-80-bronze-certified-atx-power-supply-csk550,,ATX,bronze,550,false,Black / Yellow
Thermaltake Toughpower GX1 RGB,https://pcpartpicker.com/product/r2TzK8/thermaltake-toughpower-gx1-rgb-700-w-80-gold-certified-atx-power-supply-ps-tpd-0700nhfagu-1,,ATX,gold,700,false,Black
Corsair TX950,https://pcpartpicker.com/product/wnvRsY/corsair-tx950-950-w-80-bronze-certified-atx-power-supply-cmpsu-950tx,,ATX,bronze,950,false,
Fractal Design Ion SFX 650G,https://pcpartpicker.com/product/GZcRsY/fractal-design-ion-sfx-l-650-w-80-gold-certified-fully-modular-sfx-power-supply-fd-psu-ion-sfx-650g-bk,,SFX,gold,650,Full,Black
Deepcool DQ750-M-V2L,https://pcpartpicker.com/product/qbFKHx/deepcool-dq-m-v2l-750-w-80-gold-certified-fully-modular-atx-power-supply-dp-gd-dq750-m-v2l,,ATX,gold,750,Full,Black / Green
In Win P85FII,https://pcpartpicker.com/product/VHLdnQ/in-win-p85fii-850-w-80-gold-certified-atx-power-supply-iw-ps-pfii850w,,ATX,gold,850,false,Black / Yellow
SeaSonic M12II EVO,https://pcpartpicker.com/product/Q9zkcf/seasonic-m12ii-evo-520-w-80-bronze-certified-fully-modular-atx-power-supply-ss-520gm2,,ATX,bronze,520,Full,Black
"FSP Group Hydro PTM X PRO,Gen5",https://pcpartpicker.com/product/H4ZXsY/fsp-group-hydro-ptm-x-progen5-850-w-80-platinum-certified-fully-modular-atx-power-supply-hpt3-850m-g5,173.99,ATX,platinum,850,Full,Black
Asus ROG Strix,https://pcpartpicker.com/product/ddJmP6/asus-rog-strix-550-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-550g,,ATX,gold,550,Full,Black / Red
1STPLAYER NGDP,https://pcpartpicker.com/product/8PgZxr/1stplayer-ngdp-850-w-80-gold-certified-fully-modular-atx-power-supply-ngdp-gld-850-wh-us,,ATX,gold,850,Full,White
Corsair Vengeance 650M,https://pcpartpicker.com/product/n4bwrH/corsair-vengeance-650m-650-w-80-silver-certified-semi-modular-atx-power-supply-cp-9020175-na,,ATX,silver,650,Semi,Black
ARESGAME AGK,https://pcpartpicker.com/product/Xh3gXL/aresgame-agk-850-w-80-gold-certified-fully-modular-atx-power-supply-agk850,,ATX,gold,850,Full,Black / Red
Fractal Design Ion+ 560P,https://pcpartpicker.com/product/YdXYcf/fractal-design-ion-560-w-80-platinum-certified-fully-modular-atx-power-supply-fd-psu-ionp-560p-bk,,ATX,platinum,560,Full,Black
Gigabyte UD1600PM PG5 AI TOP,https://pcpartpicker.com/product/vTLdnQ/gigabyte-ud1600pm-pg5-ai-top-1600-w-80-platinum-certified-fully-modular-atx-power-supply-gp-ud1600pm-pg5,,ATX,platinum,1600,Full,Black
Fractal Design Ion Gold,https://pcpartpicker.com/product/mL92FT/fractal-design-ion-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-fd-p-ia2g-750,,ATX,gold,750,Full,Black
GAMDIAS KRATOS P1 G,https://pcpartpicker.com/product/mHrRsY/gamdias-kratos-p1-g-750-w-80-gold-certified-atx-power-supply-kratos-p1a-750g,101.99,ATX,gold,750,false,Black
EVGA SuperNOVA 750 GM,https://pcpartpicker.com/product/HwYmP6/evga-supernova-750-gm-750-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0750-x1,,SFX,gold,750,Full,Black
Inter-Tech Argus RGB II,https://pcpartpicker.com/product/djHp99/inter-tech-argus-rgb-ii-500-w-80-bronze-certified-atx-power-supply-88882192,,ATX,bronze,500,false,Black
EVGA SuperNOVA 1000 G6,https://pcpartpicker.com/product/QdFbt6/evga-supernova-1000-g6-1000-w-80-gold-certified-fully-modular-atx-power-supply-220-g6-1000-x1,,ATX,gold,1000,Full,Black
Cooler Master Elite NEX White W600 Black Mesh 230V,https://pcpartpicker.com/product/JRYfrH/cooler-master-elite-nex-white-w600-black-mesh-230v-600-w-80-certified-atx-power-supply-mpw-6001-acbw-be1,,ATX,plus,600,false,Black
be quiet! Dark Power Pro 12,https://pcpartpicker.com/product/c96qqs/be-quiet-dark-power-pro-12-1200-w-80-titanium-certified-fully-modular-atx-power-supply-bn646,,ATX,titanium,1200,Full,Black
Phanteks AMP GH,https://pcpartpicker.com/product/KtvD4D/phanteks-amp-gh-1000-w-80-platinum-certified-fully-modular-atx-power-supply-ph-p1000gh_wt01,,ATX,platinum,1000,Full,White
Inter-Tech Argus APS,https://pcpartpicker.com/product/F2kH99/inter-tech-argus-aps-720-w-atx-power-supply-88882119,,ATX,,720,false,Black / Orange
Thermaltake Toughpower GF3 TT Premium,https://pcpartpicker.com/product/hCGbt6/thermaltake-toughpower-gf3-tt-premium-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-4,,ATX,gold,750,Full,Black
Corsair RM1000i,https://pcpartpicker.com/product/w9Jkcf/corsair-rm1000i-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020084-na,,ATX,gold,1000,Full,
Cooler Master MWE Bronze,https://pcpartpicker.com/product/GMZzK8/cooler-master-mwe-bronze-500-w-80-bronze-certified-atx-power-supply-mpx-5001-acaab-us,,ATX,bronze,500,false,Black
Apevia Spirit,https://pcpartpicker.com/product/TrsnTW/apevia-spirit-600-w-atx-power-supply-atx-sp600w,,ATX,,600,false,
Chieftec PowerPlay Gold,https://pcpartpicker.com/product/wdnXsY/chieftec-powerplay-gold-550-w-80-gold-certified-fully-modular-atx-power-supply-gpu-550fc,,ATX,gold,550,Full,Black / Red
Antec EARTHWATTS GOLD PRO 750,https://pcpartpicker.com/product/TDjJ7P/antec-earthwatts-gold-pro-750w-80-gold-certified-semi-modular-atx-power-supply-ea750g-pro,,ATX,gold,750,Semi,Black
Cooler Master GX III GOLD,https://pcpartpicker.com/product/qHMMnQ/cooler-master-gx-iii-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-mpx-8503-afag-bus,,ATX,gold,850,Full,Black
