name,part_url,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Dell MS116,https://pcpartpicker.com/product/hB8bt6/dell-ms116-wired-optical-mouse-ms116-bk,8.49,Optical,Wired,1000,Both,Black
Razer Naga Trinity,https://pcpartpicker.com/product/9wc48d/razer-naga-trinity-wired-optical-mouse-rz01-02410100-r3u1,,Optical,Wired,16000,Right,Black
Logitech MX Vertical,https://pcpartpicker.com/product/sMNv6h/logitech-mx-vertical-wireless-optical-mouse-910-005447,87.49,Optical,Wireless,4000,Right,Gray / Silver
HP HyperX Pulsefire Core RGB,https://pcpartpicker.com/product/w87p99/hp-hyperx-pulsefire-core-rgb-wired-optical-mouse-hx-mc004b,,Optical,Wired,6200,Right,Black
Razer DeathAdder V2 Pro,https://pcpartpicker.com/product/KYPgXL/razer-deathadder-v2-pro-wireless-optical-mouse-rz01-03350100-r3u1,,Optical,Wireless,20000,Right,Black
Razer Orochi V2,https://pcpartpicker.com/product/Nt7G3C/razer-orochi-v2-wireless-optical-mouse-rz01-03730400-r3u1,44.99,Optical,Wireless,18000,Right,White
Logitech G305 LIGHTSPEED,https://pcpartpicker.com/product/stt9TW/logitech-g305-lightspeed-wirelesswired-optical-mouse-910-006020,39.99,Optical,"Wired, Wireless",12000,Right,Purple
Logitech G602,https://pcpartpicker.com/product/KFQypg/logitech-mouse-910003820,293.65,Optical,Wireless,2500,Right,Black / Silver
Razer Viper Ultimate,https://pcpartpicker.com/product/fc8bt6/razer-viper-ultimate-wireless-optical-mouse-rz01-03050400-r3m1,139.99,Optical,Wireless,20000,Both,White
SteelSeries Rival 650 Wireless,https://pcpartpicker.com/product/WNm323/steelseries-rival-650-wireless-wireless-optical-mouse-62456,83.98,Optical,Wireless,12000,Right,Black
SteelSeries Sensei RAW,https://pcpartpicker.com/product/z2PfrH/steelseries-mouse-62154,,Laser,Wired,5700,Both,Black
Logitech M720 Triathlon,https://pcpartpicker.com/product/krTrxr/logitech-m720-triathlon-bluetooth-wireless-optical-mouse-910-004790,48.99,Optical,Bluetooth Wireless,1000,Right,Black
HP HyperX Pulsefire Haste 2 Mini,https://pcpartpicker.com/product/kTGhP6/hp-hyperx-pulsefire-haste-2-mini-bluetoothwirelesswired-optical-mouse-7d389aa,51.98,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Keychron M3,https://pcpartpicker.com/product/smNYcf/keychron-m3-bluetoothwirelesswired-optical-mouse-40294351896665,65,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
SteelSeries Aerox 5,https://pcpartpicker.com/product/CN4Zxr/steelseries-aerox-5-wired-optical-mouse-62401,88.99,Optical,Wired,18000,Right,Black
Razer Viper Ultimate,https://pcpartpicker.com/product/437G3C/razer-viper-ultimate-wireless-optical-mouse-rz01-03050200-r3u1,145.94,Optical,Wireless,20000,Both,Black
Asus ROG HARPE ACE AIM LAB EDITION,https://pcpartpicker.com/product/2sMMnQ/asus-rog-harpe-ace-aim-lab-edition-wirelesswired-optical-mouse-p713-rog-harpe-ace-aim-lab-editionwht,74.99,Optical,"Wired, Wireless",36000,Right,White
Razer Cobra Pro w/Dock Pro,https://pcpartpicker.com/product/gHwmP6/razer-cobra-pro-wdock-pro-wirelessbluetoothwired-optical-mouse-rzhb-230629-01,204.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black
Razer Basilisk V3 35K,https://pcpartpicker.com/product/Gpqrxr/razer-basilisk-v3-35k-wired-optical-mouse-rz01-05230100-r3u1,60,Optical,Wired,35000,Right,Black
Glorious MODEL D,https://pcpartpicker.com/product/bCMTwP/glorious-pc-gaming-race-model-d-wired-optical-mouse-gd-black,,Optical,Wired,12000,Right,Black
NZXT Lift 2 Ergo,https://pcpartpicker.com/product/hMYRsY/nzxt-lift-2-ergo-wired-optical-mouse-ms-001nb-01,22.98,Optical,Wired,26000,Right,Black
Logitech MX MASTER 3S,https://pcpartpicker.com/product/yVKKHx/logitech-mx-master-3s-wireless-optical-mouse-910-006558,136.99,Optical,Wireless,8000,Right,White
Logitech PRO 2 LIGHTSPEED,https://pcpartpicker.com/product/cdpQzy/logitech-pro-2-lightspeed-wiredwireless-optical-mouse-910-007290,126.98,Optical,"Wired, Wireless",32000,Both,White
Logitech M170,https://pcpartpicker.com/product/vWBzK8/logitech-m170-wirelesswired-optical-mouse-910-006864,17.99,Optical,"Wired, Wireless",1000,Both,White
Lamzu Maya X,https://pcpartpicker.com/product/WWzp99/lamzu-maya-x-wiredwireless-optical-mouse-027685178664,,Optical,"Wired, Wireless",30000,Right,White
Logitech G903 HERO,https://pcpartpicker.com/product/rbsmP6/logitech-g903-hero-wireless-optical-mouse-910-005670,104.99,Optical,Wireless,25600,Both,Black
Glorious Model D-,https://pcpartpicker.com/product/j9gQzy/glorious-pc-gaming-race-model-d-wired-optical-mouse-glo-ms-dm-mb,33.24,Optical,Wired,12000,Right,Black
Logitech M705,https://pcpartpicker.com/product/fGCwrH/logitech-mouse-910001935,35.99,Laser,Wireless,,Right,Black
SteelSeries Prime,https://pcpartpicker.com/product/vRFbt6/steelseries-prime-wired-optical-mouse-62533,24.95,Optical,Wired,18000,Right,Black
Razer Orochi V2 Quartz,https://pcpartpicker.com/product/qT8bt6/razer-orochi-v2-quartz-wireless-optical-mouse-rz01-03731200-r3u1,38.99,Optical,Wireless,18000,Right,Pink / Gray
Razer Pro Click V2 Vertical,https://pcpartpicker.com/product/xYLp99/razer-pro-click-v2-vertical-wirelessbluetoothwired-optical-mouse-rz01-05250100-r3u1,119.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black
Cobra Mazer Type-L,https://pcpartpicker.com/product/7cdqqs/cobra-mouse-ems144bk,,Optical,Wired,3500,Right,Black
Logitech G502 SE HERO,https://pcpartpicker.com/product/kqdrxr/logitech-g502-se-hero-wired-optical-mouse-910-005728,74.48,Optical,Wired,25600,Right,Black / Silver
Corsair M75 AIR,https://pcpartpicker.com/product/P8XV3C/corsair-m75-air-wirelessbluetoothwired-optical-mouse-ch-931d100-na,64.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Cooler Master MM710 Glossy Black,https://pcpartpicker.com/product/tjGnTW/cooler-master-mm710-glossy-black-wired-optical-mouse-mm-710-kkol2,28.99,Optical,Wired,16000,Right,Black
SteelSeries Prime Mini,https://pcpartpicker.com/product/DTkWGX/steelseries-prime-mini-wiredwireless-optical-mouse-62426,,Optical,"Wired, Wireless",18000,Right,Black
Glorious Model D 2 PRO,https://pcpartpicker.com/product/bJRwrH/glorious-model-d-2-pro-wirelesswired-optical-mouse-glo-ms-pdwv2-1k-b,121.99,Optical,"Wired, Wireless",26000,Right,Black
Logitech G102 LIGHTSYNC RGB,https://pcpartpicker.com/product/grmNnQ/logitech-g102-lightsync-rgb-wired-optical-mouse-910-005803,27.49,Optical,Wired,8000,Right,White
Logitech G502 Proteus Core,https://pcpartpicker.com/product/VfYXsY/logitech-mouse-910004074,,Optical,Wired,12000,Right,Black / Blue
Logitech M185,https://pcpartpicker.com/product/MfPzK8/logitech-mouse-m185,13.95,Laser,Wireless,,Both,Black
FinalMouse Ultralight Pro,https://pcpartpicker.com/product/BPqBD3/finalmouse-ultralight-pro-wired-optical-mouse-fm-ultralight-bk,,Optical,Wired,3200,Right,Black
Asus TUF Gaming M4 Air,https://pcpartpicker.com/product/V94Ycf/asus-tuf-gaming-m4-air-wired-optical-mouse-p307-tuf-gaming-m4-air,63.99,Optical,Wired,16000,Right,Black
Asus ROG Keris II WL Ace,https://pcpartpicker.com/product/6B3NnQ/asus-rog-keris-ii-wl-ace-wiredbluetoothwireless-optical-mouse-90mp03n0-bmua10,106.58,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,White
Asus P704 ROG CHAKRAM,https://pcpartpicker.com/product/GJPgXL/asus-p704-rog-chakram-wireless-optical-mouse-90mp01k0-bmua00,159.99,Optical,Wireless,16000,Right,Black
Sabrent MS-WRCH,https://pcpartpicker.com/product/Z2cG3C/sabrent-ms-wrch-wireless-optical-mouse-ms-wrch,9.99,Optical,Wireless,1600,Right,Black
Logitech M240 Silent,https://pcpartpicker.com/product/mx26Mp/logitech-m240-silent-bluetooth-optical-mouse-910-007113,22.98,Optical,Bluetooth Wireless,4000,Both,Black
Logitech MX Master,https://pcpartpicker.com/product/XP38TW/logitech-mouse-910004337,233.88,Laser,Bluetooth Wireless,1600,Right,Brown / Black
Asus ROG Strix Impact III,https://pcpartpicker.com/product/QfQKHx/asus-rog-strix-impact-iii-bluetoothwireless-optical-mouse-90mp03d0-bmaa00,53.99,Optical,"Wireless, Bluetooth Wireless",36000,Right,Black
Corsair GLAIVE RGB Aluminum,https://pcpartpicker.com/product/4ngPxr/corsair-glaive-rgb-aluminum-wired-optical-mouse-ch-9302111-na,,Optical,Wired,16000,Right,Black
Corsair Scimitar Elite SE,https://pcpartpicker.com/product/HCFCmG/corsair-scimitar-elite-se-bluetoothwireless-optical-mouse-ch-9314011-ww,111.07,Optical,"Wireless, Bluetooth Wireless",33000,Right,White / Gray
Corsair DARKSTAR,https://pcpartpicker.com/product/BCwmP6/corsair-darkstar-bluetoothwireless-optical-mouse-ch-931a011-na,129.99,Optical,"Wireless, Bluetooth Wireless",26000,Right,Black
Logitech G203 Lightsync,https://pcpartpicker.com/product/8XK2FT/logitech-g203-lightsync-wired-optical-mouse-910-005851,28.95,Optical,Wired,8000,Right,Purple
NZXT Lift Elite,https://pcpartpicker.com/product/YnLp99/nzxt-lift-elite-wiredwireless-optical-mouse-ms-101nw-02,42.97,Optical,"Wired, Wireless",26000,Right,White
Asus ROG Gladius III,https://pcpartpicker.com/product/bwBG3C/asus-rog-gladius-iii-wired-optical-mouse-rog-gladius-iii,76.95,Optical,Wired,26000,Right,Black
Adesso IMOUSE X1,https://pcpartpicker.com/product/FVVD4D/adesso-imouse-x1-wired-optical-mouse-imouse-x1,20.98,Optical,Wired,3200,Right,Silver / Black
Verbatim 70235,https://pcpartpicker.com/product/HCdrxr/verbatim-70235-wired-optical-mouse-70235,8.99,Optical,Wired,,Both,Purple / Black
Logitech TrackMan,https://pcpartpicker.com/product/KGCwrH/logitech-mouse-9043690403,451.45,Trackball,Wireless,,Right,Black / Silver
Gigabyte GM-M5050,https://pcpartpicker.com/product/FHyFf7/gigabyte-gm-m5050-wired-optical-mouse-gm-m5050,,Optical,Wired,800,Both,Black
Razer Viper Mini Signature Edition,https://pcpartpicker.com/product/8CzXsY/razer-viper-mini-signature-edition-wirelesswired-optical-mouse-rz01-04410100-r3m1,,Optical,"Wired, Wireless",30000,Right,Black
Glorious Model O-,https://pcpartpicker.com/product/dL7scf/glorious-model-o-wiredwireless-optical-mouse-glo-ms-omw-mw,,Optical,"Wired, Wireless",19000,Right,White
Pulsar X3 Mini,https://pcpartpicker.com/product/dyXMnQ/pulsar-x3-mini-wirelesswired-optical-mouse-px3r12,107.95,Optical,"Wired, Wireless",32000,Right,White
Logitech M170,https://pcpartpicker.com/product/wb3H99/logitech-m170-wirelesswired-optical-mouse-910-004940,11.99,Optical,"Wired, Wireless",1000,Both,Black
Logitech G Pro X Superlight,https://pcpartpicker.com/product/DgcG3C/logitech-g-pro-x-superlight-wireless-optical-mouse-910-005954,163.99,Optical,Wireless,25400,Right,Pink
Cooler Master MM711 Matte Black,https://pcpartpicker.com/product/N3RgXL/cooler-master-mm711-matte-black-wired-optical-mouse-mm-711-kkol1,,Optical,Wired,16000,Right,Black
Corsair M65 RGB ULTRA WIRELESS,https://pcpartpicker.com/product/FgwmP6/corsair-m65-rgb-ultra-wireless-wireless-optical-mouse-ch-9319511-na2,146.99,Optical,Wireless,26000,Right,
Glorious Model O-,https://pcpartpicker.com/product/VwjNnQ/glorious-pc-gaming-race-model-o-wired-optical-mouse-gom-white,58.41,Optical,Wired,12000,Right,White
HP HyperX Pulsefire Haste,https://pcpartpicker.com/product/vLYmP6/hp-hyperx-pulsefire-haste-wired-optical-mouse-hmsh1-a-bkg,70.99,Optical,Wired,16000,Right,Black
Endgame Gear OP1 8k,https://pcpartpicker.com/product/TZYRsY/endgame-gear-op1-8k-wired-optical-mouse-egg-op1-8k-wht,,Optical,Wired,26000,Right,White
Logitech G309 LIGHTSPEED,https://pcpartpicker.com/product/RKzXsY/logitech-g309-lightspeed-wirelessbluetooth-optical-mouse-910-007205,72.98,Optical,"Wireless, Bluetooth Wireless",25600,Right,White
Razer Cobra Pro,https://pcpartpicker.com/product/v4zXsY/razer-cobra-pro-wiredbluetoothwireless-optical-mouse-rz01-04660200-r3u1,153.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,White
Logitech ERGO M575S,https://pcpartpicker.com/product/BWXMnQ/logitech-ergo-m575s-wirelessbluetooth-trackball-910-007027,49.99,Trackball,"Wireless, Bluetooth Wireless",2000,Right,Gray / Blue
Asus TUF Gaming M4 Wireless,https://pcpartpicker.com/product/r3XJ7P/asus-tuf-gaming-m4-wireless-wireless-optical-mouse-p306tufgamingm4wl,77.99,Optical,Wireless,,Right,Black
Corsair IRONCLAW RGB FPS/MOBA,https://pcpartpicker.com/product/sxzkcf/corsair-ironclaw-rgb-fpsmoba-wired-optical-mouse-ch-9307011-na,65.99,Optical,Wired,18000,Right,Black
Logitech MX Ergo S Plus,https://pcpartpicker.com/product/NZ8Pxr/logitech-mx-ergo-s-plus-wirelessbluetoothwired-trackball-910-007247,143.99,Trackball,"Wired, Wireless, Bluetooth Wireless",2048,Right,Black
Logitech LIFT,https://pcpartpicker.com/product/FX7G3C/logitech-lift-bluetoothwireless-optical-mouse-910-006466,61.13,Optical,"Wireless, Bluetooth Wireless",4000,Right,Black
UtechSmart Venus,https://pcpartpicker.com/product/9sYWGX/utechsmart-mouse-venus,35.99,Laser,Wired,16400,Right,Black
Razer DeathAdder Essential,https://pcpartpicker.com/product/BdgQzy/razer-deathadder-essential-wired-optical-mouse-rz01-02540100-r3u1,,Optical,Wired,6400,Right,Black / Green
Keychron M3 Mini,https://pcpartpicker.com/product/HKRwrH/keychron-m3-mini-wiredwirelessbluetooth-optical-mouse-m3m-a1,60.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Corsair M55,https://pcpartpicker.com/product/mKYRsY/corsair-m55-bluetoothwireless-optical-mouse-ch-931f000-ww,49.99,Optical,"Wireless, Bluetooth Wireless",24000,Right,Black
Cherry MC 1000,https://pcpartpicker.com/product/DJwypg/cherry-mc-1000-wired-optical-mouse-jm-0800-2,8.94,Optical,Wired,1200,Both,Black
Logitech G203 Lightsync,https://pcpartpicker.com/product/VCNgXL/logitech-g203-lightsync-wired-optical-mouse-910-005792,27.91,Optical,Wired,8000,Right,Blue
Logitech Signature M650,https://pcpartpicker.com/product/tPdG3C/logitech-signature-m650-bluetoothwirelesswired-optical-mouse-910-006250,41.1,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black
Corsair SCIMITAR PRO RGB,https://pcpartpicker.com/product/Htqbt6/corsair-scimitar-pro-wired-optical-mouse-ch-9304111-na,,Optical,Wired,16000,Right,Black
Razer Mamba Elite,https://pcpartpicker.com/product/jvCD4D/razer-mamba-elite-wired-optical-mouse-rz01-02560100-r3u1,,Optical,Wired,16000,Right,Black
Logitech M240 Silent,https://pcpartpicker.com/product/bL7scf/logitech-m240-silent-bluetooth-optical-mouse-910-007116,19.99,Optical,Bluetooth Wireless,4000,Both,White
Logitech PRO X SUPERLIGHT 2 DEX,https://pcpartpicker.com/product/P2pQzy/logitech-pro-x-superlight-2-dex-wiredwireless-optical-mouse-910-007371,133.99,Optical,"Wired, Wireless",44000,Right,Pink
BenQ Zowie FK2-DW,https://pcpartpicker.com/product/44nXsY/benq-zowie-fk2-dw-wireless-optical-mouse-fk2-dw,149.99,Optical,Wireless,3200,Right,Black / Red
SteelSeries Prime+,https://pcpartpicker.com/product/XfmmP6/steelseries-prime-wired-optical-mouse-62490,24.95,Optical,Wired,18000,Right,Black
HP HyperX Pulsefire Haste 2 Mini,https://pcpartpicker.com/product/xYvD4D/hp-hyperx-pulsefire-haste-2-mini-bluetoothwirelesswired-optical-mouse-7d388aa,66.88,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Logitech M185,https://pcpartpicker.com/product/FyCwrH/logitech-mouse-910002225,13.95,Optical,Wireless,,Both,Gray
Logitech G900 CHAOS SPECTRUM,https://pcpartpicker.com/product/zQ648d/logitech-mouse-910004558,,Optical,Wireless,12000,Both,Black
Asus ROG Gladius III AimPoint,https://pcpartpicker.com/product/gXsV3C/asus-rog-gladius-iii-aimpoint-bluetoothwirelesswired-optical-mouse-90mp02y0-bmaa10,80.98,Optical,"Wired, Wireless, Bluetooth Wireless",36000,Right,White
Logitech G403 Prodigy,https://pcpartpicker.com/product/yKhj4D/logitech-g403-prodigy-wired-optical-mouse-910-004796,70.5,Optical,Wired,12000,Right,Black
Razer Naga Left-Handed Edition,https://pcpartpicker.com/product/hG7G3C/razer-naga-left-handed-edition-wired-optical-mouse-rz01-03410100-r3u1,120.99,Optical,Wired,20000,Left,Black
NZXT Lift Elite,https://pcpartpicker.com/product/Zt8Pxr/nzxt-lift-elite-wiredwireless-optical-mouse-ms-101nb-01,40.99,Optical,"Wired, Wireless",26000,Right,Black
A4Tech G9-330H-2,https://pcpartpicker.com/product/xYkD4D/a4tech-mouse-g9330h2,8.14,Optical,Wireless,2000,Both,Black / Silver
Razer Basilisk Ultimate,https://pcpartpicker.com/product/WJKKHx/razer-basilisk-ultimate-wirelesswired-optical-mouse-rz01-03170200-r3u1,105.97,Optical,"Wired, Wireless",20000,Right,Black / Green
Razer Basilisk V2,https://pcpartpicker.com/product/ZcgQzy/razer-basilisk-v2-wired-optical-mouse-rz01-03160100-r3u1,,Optical,Wired,20000,Right,Black
Corsair M65 RGB ULTRA WIRELESS,https://pcpartpicker.com/product/sMmmP6/corsair-m65-rgb-ultra-wireless-wireless-optical-mouse-ch-9319411-na,,Optical,Wireless,26000,Right,Black / Silver
Mad Catz R.A.T. Pro X3,https://pcpartpicker.com/product/dwK2FT/mad-catz-rat-pro-x3-wired-optical-mouse-mr05dcinbl01,219.99,Optical,Wired,16000,Right,Black
Corsair M65 PRO RGB FPS,https://pcpartpicker.com/product/ggbkcf/corsair-mouse-ch9300011na,,Optical,Wired,12000,Right,Black
Razer DeathAdder 2013,https://pcpartpicker.com/product/ZdZQzy/razer-mouse-rz0100840100r3u1,36,Optical,Wired,6400,Right,Black
Corsair DARK CORE RGB PRO,https://pcpartpicker.com/product/NghmP6/corsair-dark-core-rgb-pro-wireless-optical-mouse-ch-9315411-na,91.98,Optical,Wireless,18000,Right,Black
Corsair KATAR PRO,https://pcpartpicker.com/product/PdZzK8/corsair-katar-pro-wireless-optical-mouse-ch-931c011-na,38.99,Optical,Wireless,10000,Right,Black
Corsair KATAR ELITE,https://pcpartpicker.com/product/GP2WGX/corsair-katar-elite-wirelessbluetoothwired-optical-mouse-ch-931c111-na,91.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Logitech M170,https://pcpartpicker.com/product/2VGhP6/logitech-m170-wirelesswired-optical-mouse-910-006862,11.99,Optical,"Wired, Wireless",1000,Both,Pink
Logitech M510,https://pcpartpicker.com/product/2GCwrH/logitech-m510-wireless-laser-mouse-910-001822,,Laser,Wireless,1000,Right,Black
Logitech MX Master,https://pcpartpicker.com/product/mQvqqs/logitech-mx-master-wireless-optical-mouse-910-005527,179.99,Optical,Wireless,1600,Right,Black / Copper
Keychron M6 4000Hz,https://pcpartpicker.com/product/bm3WGX/keychron-m6-4000hz-wiredbluetoothwireless-optical-mouse-mskbm6a4,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
MCHOSE L7 Ultra,https://pcpartpicker.com/product/h8ZWGX/mchose-l7-ultra-wiredwirelessbluetooth-optical-mouse-mc-l7-8,,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,Black
Cooler Master MM712,https://pcpartpicker.com/product/ZpGhP6/cooler-master-mm712-bluetoothwirelesswired-optical-mouse-mm-712-kkoh1,65.99,Optical,"Wired, Wireless, Bluetooth Wireless",19000,Right,Black
SteelSeries Aerox 3 (2022),https://pcpartpicker.com/product/wX7G3C/steelseries-aerox-3-2022-wired-optical-mouse-62603,75.39,Optical,Wired,8500,Right,White
Cobra Mazer,https://pcpartpicker.com/product/QQ648d/cobra-mouse-ems642bkaaiu,,Optical,Wired,2500,Right,Black
UtechSmart US-D5700-GM,https://pcpartpicker.com/product/btXfrH/utechsmart-mouse-usd5700gm,36.99,Laser,Wired,5700,Right,Multicolor
Gigabyte AORUS M5,https://pcpartpicker.com/product/4crYcf/gigabyte-aorus-m5-wired-optical-mouse-gm-aorus-m5,71.98,Optical,Wired,16000,Right,Black
HP 265A9AA,https://pcpartpicker.com/product/wMn9TW/hp-265a9aa-wired-optical-mouse-265a9aa,12.75,Optical,Wired,1200,Both,Black
Belkin F5M010QBLK,https://pcpartpicker.com/product/DjTmP6/belkin-mouse-f5m010qblk,7.99,Optical,Wired,800,Both,Black
Glorious Model O,https://pcpartpicker.com/product/39snTW/glorious-pc-gaming-race-model-o-wireless-optical-mouse-glo-ms-ow-mw,,Optical,Wireless,19000,Right,White
Logitech G203 Prodigy,https://pcpartpicker.com/product/jCQRsY/logitech-g203-prodigy-wired-optical-mouse-910-004842,64.09,Optical,Wired,6000,Right,Black
Endgame Gear XM2 8k,https://pcpartpicker.com/product/w8FmP6/endgame-gear-xm2-8k-wired-optical-mouse-egg-xm2-8k-blk,69.98,Optical,Wired,26000,Right,Black
Corsair Scimitar Elite SE,https://pcpartpicker.com/product/tYXMnQ/corsair-scimitar-elite-se-bluetoothwireless-optical-mouse-ch-9314415-ww,156.99,Optical,"Wireless, Bluetooth Wireless",33000,Right,Black / Yellow
Corsair M65 RGB ELITE,https://pcpartpicker.com/product/dmzkcf/corsair-m65-rgb-elite-wired-optical-mouse-ch-9309111-na,,Optical,Wired,17995,Right,White
Razer Basilisk,https://pcpartpicker.com/product/6c66Mp/razer-basilisk-wired-optical-mouse-rz01-02330200-r3m1,,Optical,Wired,16000,Right,Pink
Thermaltake Tt eSPORTS Iris Optical RGB HATSUNE MIKU Edition,https://pcpartpicker.com/product/DmCFf7/thermaltake-tt-esports-iris-optical-rgb-hatsune-miku-edition-wired-optical-mouse-mo-irs-wdohbk-09,,Optical,Wired,5000,Right,Black
