name,part_url,type,color,psu,side_panel,manufacturer,part_number,int_35_bays,ext_525_bays,ext_35_bays,int_25_bays,expansion_slots_full_height,expansion_slots_half_height,expansion_slots_riser,length,width,height,max_gpu_len,max_cpu_cooler_height,mobo_form_factor,front_panel_usb,radiator_support,fan_support
In Win BK644.BH300TB,https://pcpartpicker.com/product/ysR48d/inwin-case-bk644bh300tb,MicroATX Mini Tower,Black,300.0,,In Win,BK644.BH300TB,1,1,1,0,4,0,0,274.0,139.0,322.0,,,Micro ATX,USB 2.0 Type-A,,
Fractal Design Core 1500,https://pcpartpicker.com/product/DFfmP6/fractal-design-case-fdcacore1500bl,MicroATX Mini Tower,Black,,,Fractal Design,FD-CA-CORE-1500-BL,4,2,0,1,4,0,0,450.0,195.0,370.0,380.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm
Lian Li PC-T80,https://pcpartpicker.com/product/CrH48d/lian-li-case-pct80x,ATX Test Bench,Black,,,Lian Li,PC-T80X,6,0,0,4,8,0,0,,,,,,ATX|Micro ATX|XL ATX,USB 3.2 Gen 1 Type-A,120 mm,120 mm
Phanteks Enthoo Primo,https://pcpartpicker.com/product/cXL7YJ/phanteks-case-phes813psgr,ATX Full Tower,Black / Green,,Acrylic,Phanteks,PH-ES813P_SGR,6,5,0,12,8,0,0,,,,515.0,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
Phanteks Enthoo Primo,https://pcpartpicker.com/product/CxrcCJ/phanteks-case-phes813psrd,ATX Full Tower,Black / Red,,Acrylic,Phanteks,PH-ES813P_SRD,6,5,0,12,8,0,0,,,,515.0,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
Corsair Carbide Series 330R Titanium Edition,https://pcpartpicker.com/product/ZdCrxr/corsair-case-cc9011071ww,ATX Mid Tower,Black / Silver,,,Corsair,CC-9011071-WW,4,3,0,0,7,0,0,494.0,209.0,483.0,450.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
RAIJINTEK Metis,https://pcpartpicker.com/product/x8dFf7/raijintek-case-0r200011,Mini ITX Tower,Black,,,RAIJINTEK,0R200011,1,0,0,2,2,0,0,277.0,190.0,254.0,170.0,,Mini ITX,USB 3.2 Gen 1 Type-A,,120 mm
NOX Coolbay VX,https://pcpartpicker.com/product/NccMnQ/nox-case-nxcbayvx,ATX Mid Tower,Black / Blue,,,NOX,NXCBAYVX,7,3,0,0,7,0,0,450.0,185.0,412.0,350.0,,ATX|Micro ATX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm,120 mm
Phanteks Enthoo EVOLV ITX,https://pcpartpicker.com/product/NnL7YJ/phanteks-case-phes215pwt,Mini ITX Tower,Black / White,,Acrylic,Phanteks,PH-ES215P_WT,2,0,0,1,2,0,0,,,,330.0,,Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm|200 mm
BitFenix Aegis,https://pcpartpicker.com/product/hqkwrH/bitfenix-case-bfcaeg300kkwl1rp,MicroATX Mid Tower,Black,,Acrylic,BitFenix,BFC-AEG-300-KKWL1-RP,4,0,0,4,5,0,0,480.0,205.0,470.0,380.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Phanteks Enthoo EVOLV ATX,https://pcpartpicker.com/product/yz7CmG/phanteks-case-phes515egs,ATX Mid Tower,Silver,,Acrylic,Phanteks,PH-ES515E_GS,5,0,0,2,7,0,0,,,,420.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Logisys CS6801BK,https://pcpartpicker.com/product/Z8h9TW/logisys-case-cs6801bk,MicroATX Mini Tower,Black,350.0,,Logisys,CS6801BK,1,1,0,1,0,4,0,298.0,101.0,400.0,,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,
Apevia X-QPack3,https://pcpartpicker.com/product/mmgPxr/apevia-case-xqpack3bl,MicroATX Mini Tower,Black / Blue,,Acrylic,Apevia,X-QPACK3-BL,2,1,1,1,4,0,0,,,,320.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm|140 mm
Lian Li PC-O6S,https://pcpartpicker.com/product/wccMnQ/lian-li-case-pco6sx,HTPC,Black,,Tempered Glass,Lian Li,PC-O6SX,6,1,0,3,4,0,0,,,,410.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
Raidmax Element,https://pcpartpicker.com/product/pWZ2FT/raidmax-case-atx101b,Mini ITX Desktop,Black / Gray,,,Raidmax,ATX-101B,2,1,0,1,2,0,0,,,,318.0,,Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,80 mm|120 mm
Aerocool Aero-500,https://pcpartpicker.com/product/btM323/aerocool-aero-500-window-black-atx-mid-tower-case-aero-500-window-black,ATX Mid Tower,Black,,Acrylic,Aerocool,Aero-500 Window Black,4,2,0,2,7,0,0,440.0,203.0,505.0,374.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm
In Win 805,https://pcpartpicker.com/product/vzNypg/inwin-case-805black,ATX Mid Tower,Black,,Tempered Glass,In Win,805 BLACK,2,0,0,2,8,0,0,,,,320.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
In Win 805 Infinity,https://pcpartpicker.com/product/Tw38TW/inwin-805-infinity-atx-mid-tower-case-805-infinity,ATX Mid Tower,Black,,Tempered Glass,In Win,805 Infinity|IW-805I BLACK|805I BLACK,2,0,0,2,8,0,0,,,,320.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
In Win 707,https://pcpartpicker.com/product/LLkwrH/inwin-case-707black,ATX Full Tower,Black / Red,,Acrylic,In Win,707 BLACK,8,3,0,0,8,0,0,,,,365.0,,ATX|EATX|Micro ATX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|360 mm,120 mm|140 mm
DIYPC D480,https://pcpartpicker.com/product/NMhKHx/diypc-d480-w-rgb-atx-mid-tower-case-d480-w-rgb,ATX Mid Tower,White,,Acrylic,DIYPC,D480-W-RGB,2,2,0,3,7,0,0,,,,415.0,,ATX|Micro ATX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Corsair Carbide Series SPEC-ALPHA,https://pcpartpicker.com/product/RDqbt6/corsair-case-cc9011084ww,ATX Mid Tower,Black / Silver,,Acrylic,Corsair,CC-9011084-WW,3,0,0,4,7,0,0,,,,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm
In Win 303 MSI Dragon,https://pcpartpicker.com/product/zsc48d/inwin-303-msi-dragon-atx-mid-tower-case-303-msi-dragon,ATX Mid Tower,White / Silver,,Tempered Glass,In Win,303 MSI Dragon,2,0,0,2,7,0,0,,,,350.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm|360 mm,120 mm
Silverstone PM01,https://pcpartpicker.com/product/bsL7YJ/silverstone-sst-pm01wa-w-atx-mid-tower-case-sst-pm01wa-w,ATX Mid Tower,White / Blue,,Acrylic,Silverstone,SST-PM01WA-W,4,0,0,5,7,0,0,560.0,220.0,571.0,419.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Silverstone PM01,https://pcpartpicker.com/product/ryKhP6/silverstone-sst-pm01br-w-atx-mid-tower-case-sst-pm01br-w,ATX Mid Tower,Black / Red,,Acrylic,Silverstone,SST-PM01BR-W,4,0,0,5,7,0,0,560.0,220.0,571.0,419.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Aerocool VS-1,https://pcpartpicker.com/product/sKX2FT/aerocool-vs-1-atx-mid-tower-case-vs-1,ATX Mid Tower,Black,,,Aerocool,VS-1,2,1,0,3,7,0,0,400.0,183.0,420.0,375.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
Corsair Crystal Series 460X RGB,https://pcpartpicker.com/product/PxRFf7/corsair-crystal-460x-atx-mid-tower-case-cc-9011099-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011099-WW,2,0,0,3,7,0,0,440.0,220.0,464.0,370.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
NOX Hummer ZN,https://pcpartpicker.com/product/94gPxr/nox-hummer-zn-atx-mid-tower-case-nxhummerzn,ATX Mid Tower,Black,,,NOX,NXHUMMERZN,2,2,0,3,7,0,0,470.0,230.0,483.0,415.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm
Lian Li PC-Q20,https://pcpartpicker.com/product/WrDzK8/lian-li-pc-q20w-white-mini-itx-tower-case-pc-q20w,Mini ITX Tower,White,,,Lian Li,PC-Q20W,0,1,0,1,1,0,0,205.0,149.0,235.0,151.0,,Mini ITX,USB 3.2 Gen 1 Type-A,,
Cooler Master MasterBox Lite 3,https://pcpartpicker.com/product/Cfx9TW/cooler-master-masterbox-lite-3-windowed-microatx-mini-tower-case-mcw-l3s2-kw5n,MicroATX Mini Tower,Black,,Acrylic,Cooler Master,MCW-L3S2-KW5N,1,1,0,1,4,0,0,395.0,180.0,378.0,345.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm
Thermaltake Versa C22 RGB,https://pcpartpicker.com/product/3jqbt6/thermaltake-versa-c22-rgb-atx-mid-tower-case-ca-1g9-00m1wn-00,ATX Mid Tower,Black,,Acrylic,Thermaltake,CA-1G9-00M1WN-00,2,0,0,2,7,0,0,490.0,198.0,538.0,390.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm
Silverstone RL05,https://pcpartpicker.com/product/2pVBD3/silverstone-redline-rl05-blackred-atx-mid-tower-case-sst-rl05br-w,ATX Mid Tower,Black / Red,,Acrylic,Silverstone,SST-RL05BR-W,2,1,0,2,7,0,0,450.0,210.0,465.0,374.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Lian Li PC-O11,https://pcpartpicker.com/product/c7Brxr/lian-li-pc-o11-wx-atx-full-tower-case-pc-o11wx,ATX Full Tower,Black,,Tempered Glass,Lian Li,PC-O11WX,4,0,0,4,8,0,0,457.0,277.0,506.0,430.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,80 mm|120 mm
Raidmax Sigma,https://pcpartpicker.com/product/3DVBD3/raidmax-sigma-tbb-atx-mid-tower-case-sigma-tbb,ATX Mid Tower,Black,,Tempered Glass,Raidmax,Sigma-TBB,2,0,0,2,7,0,0,,,,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Phanteks Enthoo EVOLV TG,https://pcpartpicker.com/product/8DvZxr/phanteks-enthoo-evolv-tg-gray-atx-mini-tower-case-ph-es314etg_ag,MicroATX Mini Tower,Gray,,Tinted Tempered Glass,Phanteks,PH-ES314ETG_AG,2,0,0,2,4,0,0,400.0,230.0,453.0,319.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
SHARKOON DG7000-G,https://pcpartpicker.com/product/4CRFf7/sharkoon-dg7000-g-blackgreen-atx-mid-tower-case-4044951019359,ATX Mid Tower,Black / Green,,Tempered Glass,SHARKOON,4044951019359,3,2,0,2,7,0,0,,,,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,140 mm,120 mm|140 mm
Azza Titan 240,https://pcpartpicker.com/product/fzVBD3/azza-titan-240-atx-mid-tower-case-csaz-240,ATX Mid Tower,Black,,Tempered Glass,Azza,CSAZ-240,3,2,0,2,7,0,0,,,,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Cooler Master MasterBox LITE 5 ARGB,https://pcpartpicker.com/product/Qq848d/cooler-master-masterbox-lite-5-argb-atx-mid-tower-case-mcw-l5s3-kgnn-05,ATX Mid Tower,Black,,Tempered Glass,Cooler Master,MCW-L5S3-KGNN-05,2,0,0,1,7,0,0,469.0,200.0,455.0,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooltek TG-01 RGB,https://pcpartpicker.com/product/9dZ2FT/cooltek-tg-01-rgb-atx-mid-tower-case-tg-01-rgb,ATX Mid Tower,Black,,Tempered Glass,Cooltek,TG-01 RGB,2,0,0,2,7,0,0,440.0,190.0,450.0,370.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Azza Storm 6000B,https://pcpartpicker.com/product/mDBrxr/azza-storm-6000b-rgb-atx-mid-tower-case-csaz-6000rgbb,ATX Full Tower,Black,,Tempered Glass,Azza,CSAZ-6000RGB/B,4,0,0,2,8,0,0,525.0,225.0,538.0,420.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
EVGA DG-84,https://pcpartpicker.com/product/h8nG3C/evga-dg-84-atx-full-tower-case-100-e2-1000-k0,ATX Full Tower,Black,,,EVGA,100-E2-1000-K0,2,0,0,2,9,0,0,686.0,270.0,643.0,,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Phanteks Enthoo EVOLV ITX TG,https://pcpartpicker.com/product/J4yxFT/phanteks-enthoo-evolv-itx-tg-blackred-mini-itx-desktop-case-ph-es215ptg_srd,Mini ITX Desktop,Black / Red,,Tinted Tempered Glass,Phanteks,PH-ES215PTG_SRD,2,0,0,1,2,0,0,395.0,230.0,375.0,330.0,,Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Phanteks Enthoo EVOLV SHIFT,https://pcpartpicker.com/product/9DcRsY/phanteks-enthoo-evolv-shift-mini-itx-tower-case-ph-es217a_ag,Mini ITX Tower,Gray / Black,,Mesh,Phanteks,PH-ES217A_AG,1,0,0,2,2,0,0,274.0,186.0,470.0,350.0,,Mini ITX,USB 3.2 Gen 1 Type-A,120 mm,120 mm|140 mm
Thermaltake Versa N27,https://pcpartpicker.com/product/kJs8TW/thermaltake-versa-n27-atx-mid-tower-case-ca-1h6-00m6wn-02,ATX Mid Tower,White,,Acrylic,Thermaltake,CA-1H6-00M6WN-02,4,0,0,1,7,0,0,,,,360.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Thermaltake View 71 TG RGB Plus,https://pcpartpicker.com/product/z7bwrH/thermaltake-view-71-tempered-glass-rgb-plus-atx-full-tower-case-ca-1i7-00f1wn-02,ATX Full Tower,Black / Silver,,Acrylic,Thermaltake,CA-1I7-00F1WN-02,4,0,0,6,8,0,0,,,,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Cooltek UMX3,https://pcpartpicker.com/product/XC2rxr/cooltek-jb-umx3-sw-microatx-mini-tower-case-jb-umx3-sw,MicroATX Mini Tower,Silver,,Acrylic,Cooltek,JB UMX3 SW,1,0,0,3,4,0,0,358.0,188.0,365.0,320.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm|140 mm
RIOTORO CR500,https://pcpartpicker.com/product/Jv8H99/riotoro-cr500-atx-mid-tower-case-cr500,ATX Mid Tower,Black,,Tempered Glass,RIOTORO,CR500,4,0,0,4,7,0,0,454.0,207.0,436.0,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm
Antec Cube,https://pcpartpicker.com/product/FK8j4D/antec-antec-cube-designed-by-razer-mini-itx-tower-case-antec-cube-designed-by-razer,Mini ITX Tower,Black / Green,,Acrylic,Antec,Antec Cube - Designed by RAZER,1,0,0,2,3,0,0,460.0,250.0,365.0,350.0,,Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm|180 mm
Thermaltake Versa N25,https://pcpartpicker.com/product/tQqhP6/thermaltake-versa-n25-atx-mid-tower-case-ca-1g2-00m1wn-00,ATX Mid Tower,Black,,Acrylic,Thermaltake,CA-1G2-00M1WN-00,3,1,1,1,7,0,0,,,,360.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm|140 mm
Rosewill CULLINAN MX-Red,https://pcpartpicker.com/product/tMGxFT/rosewill-cullinan-mx-atx-mid-tower-case-cullinan-mx-red,ATX Mid Tower,Black / Red,,Tempered Glass,Rosewill,CULLINAN MX-Red,4,0,0,5,8,0,0,435.0,225.0,482.0,360.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,80 mm|120 mm|140 mm
Corsair Carbide Series 275R,https://pcpartpicker.com/product/6bGxFT/corsair-carbide-series-275r-tempered-glass-newegg-edition-atx-mid-tower-case-cc-9011132-nwg,ATX Mid Tower,Black / Red,,Acrylic,Corsair,CC-9011132-NWG,2,0,0,3,7,0,0,455.0,211.0,460.0,370.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master MasterCase MC500P,https://pcpartpicker.com/product/gbkj4D/cooler-master-mastercase-mc500p-atx-mid-tower-case-mcm-m500p-kg5n-s00,ATX Mid Tower,Black,,Tempered Glass,Cooler Master,MCM-M500P-KG5N-S00,4,2,0,2,7,0,0,512.0,235.0,548.0,412.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master MasterCase MC500Mt,https://pcpartpicker.com/product/qmx2FT/cooler-master-mastercase-mc500mt-atx-mid-tower-case-mcm-m500t-rh5n-s00,ATX Mid Tower,Black / Red,,Acrylic,Cooler Master,MCM-M500T-RH5N-S00,4,2,0,1,7,0,0,544.0,242.0,574.0,412.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master MasterCase MC500,https://pcpartpicker.com/product/xgPKHx/cooler-master-mastercase-mc500-atx-mid-tower-case-mcm-m500-kg5n-s00,ATX Mid Tower,Black,,Tempered Glass,Cooler Master,MCM-M500-KG5N-S00,2,2,0,2,7,0,0,512.0,235.0,548.0,412.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Aerocool DS 230,https://pcpartpicker.com/product/FBhKHx/aerocool-ds230-atx-mid-tower-case-ds230,ATX Mid Tower,Black,,Acrylic,Aerocool,DS230|EN58331,2,0,0,3,7,0,0,,,,413.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Raidmax Alpha Prime,https://pcpartpicker.com/product/dJNv6h/raidmax-alpha-prime-white-atx-mid-tower-case-a15ttw,ATX Mid Tower,White,,Tempered Glass,Raidmax,A15TTW|ALPHA-TTW,2,1,0,2,7,0,0,450.0,214.0,465.0,390.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
SAMA ARK,https://pcpartpicker.com/product/PXF48d/sama-ark-atx-full-tower-case-ark,ATX Full Tower,Black / Blue,,Tempered Glass,SAMA,Ark|SAMA-ARK-RGB-5FAN,4,2,0,6,8,0,0,,,,465.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
CiT F3,https://pcpartpicker.com/product/WpWfrH/cit-cit-f3blackblue-microatx-mini-tower-case-cit-f3blackblue,MicroATX Mini Tower,Black / Blue,,Acrylic,CiT,CIT-F3BLACKBLUE,2,0,0,4,4,0,0,,,,315.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
CiT F3,https://pcpartpicker.com/product/jzGxFT/cit-cit-f3whiteblack-microatx-mini-tower-case-cit-f3whiteblack,MicroATX Mini Tower,White / Black,,Acrylic,CiT,CIT-F3WHITEBLACK,2,0,0,4,4,0,0,,,,315.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm
KOLINK ROCKET,https://pcpartpicker.com/product/3sx2FT/kolink-rocket-mini-itx-desktop-case-rocket,Mini ITX Desktop,Black,,,KOLINK,ROCKET,0,0,0,2,2,0,0,,,,310.0,,Mini ITX,USB 3.2 Gen 1 Type-A,,80 mm
be quiet! Silent Base 601,https://pcpartpicker.com/product/jHjJ7P/be-quiet-silent-base-601-silver-atx-mid-tower-case-bg027,ATX Mid Tower,Black / Silver,,,be quiet!,BG027,3,0,0,0,7,0,0,,,,449.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design Define S2 Blackout,https://pcpartpicker.com/product/VsfhP6/fractal-design-define-s2-blackout-tg-atx-mid-tower-case-fd-ca-def-s2-bko-tgl,ATX Mid Tower,Black,,Tinted Tempered Glass,Fractal Design,FD-CA-DEF-S2-BKO-TGL,3,0,0,2,7,0,0,543.0,233.0,465.0,440.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Cooler Master MasterCase SL600M,https://pcpartpicker.com/product/jmprxr/cooler-master-mastercase-sl600m-atx-mid-tower-case-mcm-sl600m-sgnn-s00,ATX Mid Tower,Silver / Black,,Tempered Glass,Cooler Master,MCM-SL600M-SGNN-S00,4,0,0,4,9,0,0,,,,318.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
FSP Group CMT330,https://pcpartpicker.com/product/rrF48d/fsp-group-cmt330-atx-mid-tower-case-cmt330,ATX Mid Tower,Black / Blue,,Acrylic,FSP Group,CMT330,2,2,0,4,8,0,0,,,,423.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
In Win A1 Plus Phantom Gaming Edition,https://pcpartpicker.com/product/w7wkcf/in-win-a1-plus-phantom-gaming-edition-mini-itx-tower-case-w650-w-power-supply-iw-a1plus-pge,Mini ITX Tower,Black / Red,650.0,Tempered Glass,In Win,IW-A1PLUS-PGE,0,0,0,2,2,0,0,357.0,224.0,273.0,320.0,,Mini ITX,USB 3.2 Gen 1 Type-A,120 mm,120 mm
Zalman K1,https://pcpartpicker.com/product/WN3H99/zalman-k1-atx-mid-tower-case-k1,ATX Mid Tower,Black,,Acrylic,Zalman,K1,2,0,0,2,7,0,0,458.0,210.0,450.0,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Rosewill FBM-06,https://pcpartpicker.com/product/2w448d/rosewill-fbm-06-microatx-mini-tower-case-fbm-06,MicroATX Mini Tower,Black,,,Rosewill,FBM-06,2,1,0,2,4,0,0,374.904,172.974,366.014,,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,80 mm|120 mm
NZXT H700 Nuka-Cola,https://pcpartpicker.com/product/ZsCD4D/nzxt-h700-nuka-cola-limited-edition-atx-mid-tower-case-ca-h700b-nc,ATX Mid Tower,Red / Black,,Tempered Glass,NZXT,CA-H700B-NC,2,0,0,5,7,0,0,494.0,230.0,516.0,413.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master MasterBox CM694 TG,https://pcpartpicker.com/product/9BDkcf/cooler-master-masterbox-cm694-tg-atx-mid-tower-case-mcb-cm694-kg5n-s00,ATX Mid Tower,Black,,Tempered Glass,Cooler Master,MCB-CM694-KG5N-S00,6,2,0,2,7,0,0,,,,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Fractal Design Define R6 USB-C,https://pcpartpicker.com/product/xzgzK8/fractal-design-define-r6-usb-c-atx-mid-tower-case-fd-ca-def-r6c-wt-tgc,ATX Mid Tower,White / Black,,Tempered Glass,Fractal Design,FD-CA-DEF-R6C-WT-TGC,6,1,0,2,7,0,0,543.0,233.0,448.0,440.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Azza Apollo 430,https://pcpartpicker.com/product/VLDkcf/azza-apollo-430-atx-mid-tower-case-csaz-430b-df2,ATX Mid Tower,Black,,Tempered Glass,Azza,CSAZ-430B-DF2,4,0,0,2,7,0,0,420.0,205.0,480.0,370.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm|140 mm
